created_at,field1,field2
2025-09-25 11:59:09,1,occupied
2025-09-25 11:59:14,1,occupied
2025-09-25 11:59:19,1,occupied
2025-09-25 11:59:24,1,occupied
2025-09-25 11:59:29,1,occupied
2025-09-25 11:59:35,1,occupied
2025-09-25 11:59:40,1,occupied
2025-09-25 11:59:45,1,occupied
2025-09-25 11:59:51,1,occupied
2025-09-25 11:59:56,1,occupied
2025-09-25 12:00:03,1,occupied
2025-09-25 12:00:09,1,occupied
2025-09-25 12:00:14,1,occupied
2025-09-25 12:00:23,1,occupied
2025-09-25 12:00:27,1,occupied
2025-09-25 12:00:35,1,occupied
2025-09-25 12:00:40,1,occupied
2025-09-25 12:00:45,1,occupied
2025-09-25 12:00:51,1,occupied
2025-09-25 12:00:58,1,occupied
2025-09-25 12:01:01,1,occupied
2025-09-25 12:01:06,1,occupied
2025-09-25 12:01:14,1,occupied
2025-09-25 12:01:20,1,occupied
2025-09-25 12:01:25,1,occupied
2025-09-25 12:01:30,1,occupied
2025-09-25 12:01:38,1,occupied
2025-09-25 12:01:43,1,occupied
2025-09-25 12:01:48,1,occupied
2025-09-25 12:01:56,1,occupied
2025-09-25 12:02:05,1,occupied
2025-09-25 12:02:11,1,occupied
2025-09-25 12:02:17,1,occupied
2025-09-25 12:02:22,1,occupied
2025-09-25 12:02:27,1,occupied
2025-09-25 12:02:33,1,occupied
2025-09-25 12:02:40,1,occupied
2025-09-25 12:02:51,1,occupied
2025-09-25 12:02:55,1,occupied
2025-09-25 12:02:59,1,occupied
2025-09-25 12:03:02,1,occupied
2025-09-25 12:03:07,1,occupied
2025-09-25 12:03:12,1,occupied
2025-09-25 12:03:18,1,occupied
2025-09-25 12:03:25,1,occupied
2025-09-25 12:03:30,1,occupied
2025-09-25 12:03:39,1,occupied
2025-09-25 12:03:44,1,occupied
2025-09-25 12:03:52,1,occupied
2025-09-25 12:03:57,1,occupied
2025-09-25 12:04:02,1,occupied
2025-09-25 12:04:10,1,occupied
2025-09-25 12:04:16,1,occupied
2025-09-25 12:04:18,1,occupied
2025-09-25 12:04:23,1,occupied
2025-09-25 12:04:28,1,occupied
2025-09-25 12:04:37,1,occupied
2025-09-25 12:04:42,1,occupied
2025-09-25 12:04:47,1,occupied
2025-09-25 12:04:52,1,occupied
2025-09-25 12:06:32,1,occupied
2025-09-25 12:06:37,1,occupied
2025-09-25 12:06:46,1,occupied
2025-09-25 12:09:23,1,occupied
2025-09-25 12:09:28,1,occupied
2025-09-25 12:09:36,1,occupied
2025-09-25 12:09:39,1,occupied
2025-09-25 12:10:07,1,occupied
2025-09-25 12:10:12,1,occupied
2025-09-25 12:10:19,1,occupied
2025-09-25 12:10:25,1,occupied
2025-09-25 12:10:30,1,occupied
2025-09-25 12:10:36,1,occupied
2025-09-25 12:10:44,1,occupied
2025-09-25 12:10:49,1,occupied
2025-09-25 12:10:54,1,occupied
2025-09-25 12:11:00,1,occupied
2025-09-25 12:11:08,1,occupied
2025-09-25 12:11:13,1,occupied
